author,title,school,year,pages,ee,publisher,booktitle,address,journal,volume,number,month,url,cdrom,editor,cite,note,crossref,isbn,series,chapter,publnr
Thorsten Ludwig,Messung von Signaleigenschaften zur referenzfreien Qualitätsbewertung von Telefonbandsprache.,"University of Kiel, Germany",2003,1-162,https://d-nb.info/968648746,Shaker,,,,,,,,,,,,,978-3-8322-1812-6,,,
Thomas Michael Benz,Funktionsmodelle in CAD-Systemen.,"Karlsruhe Institute of Technology, Germany",1990,1-178,"https://d-nb.info/900840439, https://d-nb.info/901260703",VDI-Verlag,,,,,,,,,,,,,978-3-18-401059-1,,,
Dmitry Zarubin,Topology-based representations for motion planning and grasping.,University of Stuttgart,2015,,"http://elib.uni-stuttgart.de/opus/volltexte/2015/10029/, https://nbn-resolving.org/urn:nbn:de:bsz:93-opus-100296, https://d-nb.info/1072623757",,,,,,,,,,,,,,,,,
George Horatiu Botorog,High level parallel programming and the efficient implementation of numerical algorithms.,"RWTH Aachen University, Germany",1998,1-145,https://d-nb.info/954581490,,,,,,,,,,,,,,,,,
Tanja Schultz,Multilinguale Spracherkennung: Kombination akustischer Modelle zur Portierung auf neue Sprachen.,"Karlsruhe Institute of Technology, Germany",2001,1-231,https://d-nb.info/961942126,Shaker,,,,,,,,,,,,,978-3-8265-9093-1,,,
Mathias Weske,Ein ereignisorientiertes Modell verteilter Transaktionsverarbeitung zur Beschreibung und Analyse von Deadlockalgorithmen in verteilten Datenbanksystemen.,"University of Koblenz-Landau, Germany",1993,1-129,https://d-nb.info/931642434,,,,,,,,,,,,,,,,,
Marco Jennerich,Proaktive Tätigkeitsunterstützung: Adaptive Tätigkeitserkennung in Abhängigkeit der Pupillendynamik und Entwicklung einer situativen Assistenz.,"University of Kassel, Germany",2018,,"https://kobra.uni-kassel.de/handle/123456789/11014, https://nbn-resolving.org/urn:nbn:de:101:1-2019010811250586788150, https://d-nb.info/1174920041",,,,,,,,,,,,,,,,,
Hubert Jung,Instrumente der betrieblichen Steuerplanung von Personengesellschaften: Integration in e. computergestützte Instrumentenbank.,"University of Giessen, Gießen, Germany",1984,1-418,https://d-nb.info/841123365,Florentz,,,,,,,,,,,,,978-3-88259-323-5,,,
Heike Vogel,Erkennung von Formelementen durch konstruktionslogische Strukturierung automatisch erfasster technischer Zeichnungen.,"Dresden University of Technology, Germany",1991,,https://d-nb.info/930342356,,,,,,,,,,,,,,,,,
Carl Dujat,Zur digital-optischen Archivierung von medizinischen Dokumenten im Krankenhaus.,"University of Heidelberg, Germany",1996,1-133,https://d-nb.info/948126310,,,,,,,,,,,,,,,,,
Yusra Ibrahim,Understanding quantities in web tables and text.,"Saarland University, Saarbrücken, Germany",2019,,"https://publikationen.sulb.uni-saarland.de/handle/20.500.11880/28300, https://nbn-resolving.org/urn:nbn:de:bsz:291--ds-296575, https://d-nb.info/1199932949",,,,,,,,,,,,,,,,,
Vasileios Iosifidis,Semi-supervised learning and fairness-aware learning under class imbalance.,"University of Hanover, Hannover, Germany",2020,,"https://www.repo.uni-hannover.de/handle/123456789/10064, https://nbn-resolving.org/urn:nbn:de:101:1-2020091702075914312663, https://d-nb.info/1217782168",,,,,,,,,,,,,,,,,
Anton Matheis,Zur automatisierten Erstellung von Programmsystemen aus Bausteinen mit Hilfe eines funktionell erweiterten Binders.,"Ludwig Maximilian University of Munich, Germany",1982,1-193,"https://d-nb.info/830001824, https://d-nb.info/830663630",,,,,,,,,,,,,,,,,
Peter Jocher,Ein selbstverwaltendes verbindungsorientiertes Kommunikationssystem.,"Technical University Munich, Germany",2002,,"http://tumb1.biblio.tu-muenchen.de/publ/diss/ei/2002/jocher.html, https://nbn-resolving.org/urn:nbn:de:bvb:91-diss2002120515571, https://d-nb.info/966323505, https://d-nb.info/966559398",,,,,,,,,,,,,,,,,
Albert Christmann,Anwendungen der Synergetik und Chaostheorie in der Ökonomie.,"Karlsruhe Institute of Technology, Germany",1990,1-241,https://d-nb.info/910594163,,,,,,,,,,,,,,,,,
Christoph Hartfuss,Wissensbasierte Programmierung von Industrierobotern zum Schutzgasschweissen im Stahlhochbau.,"University of Stuttgart, Germany",1996,1-123,https://d-nb.info/946348677,Springer,,,,,,,,,,,,,3-540-60661-0,,,
Abdelmalek Nasraoui,Codierung von stochastischen Binärbildern mit Hilfe von Bitschichtrechnern.,"Braunschweig University of Technology, Germany",1987,1-143,"https://d-nb.info/880564997, https://d-nb.info/890053227",,,,,,,,,,,,,,,,,
Yong Cheng,Joint downlink beamforming and discrete resource allocation using missed-integer programming.,Darmstadt University of Technology,2013,1-163,"http://tuprints.ulb.tu-darmstadt.de/3741/, https://nbn-resolving.org/urn:nbn:de:tuda-tuprints-37411, https://d-nb.info/104720729X, https://d-nb.info/1108094309",,,,,,,,,,,,,,,,,
Christoph Seidl 0001,Integrated Management of Variability in Space and Time in Software Families.,"Dresden University of Technology, Germany",2017,,"https://nbn-resolving.org/urn:nbn:de:bsz:14-qucosa-218036, https://d-nb.info/1128036622",,,,,,,,,,,,,,,,,
Sabine Reul,Konzept für ein regelbasiertes Leistungsmanagement.,"Dresden University of Technology, Germany",1996,1-199,https://d-nb.info/947255990,Shaker,,,,,,,,,,,,,978-3-8265-1380-0,,,
Philipp J. Torka,Dienstorientierte Architekturen: Eine konzeptuelle Herleitung auf Basis eines formalen Prozessmodells.,Technical University Munich,2013,1-171,"https://nbn-resolving.org/urn:nbn:de:bvb:91-diss-20131028-1145540-0-2, https://d-nb.info/104380224X, https://d-nb.info/1045014532",,,,,,,,,,,,,,,,,
Harald Müller 0002,Flexible Signalisierungsarchitektur für Multimediadienste mit heterogenen Endgeräten.,"Technical University Munich, Germany",1996,1-189,https://d-nb.info/949406902,"Utz, Wiss. Verlag",,,,,,,,,,,,,978-3-89675-152-2,,,
Maximilian Muffert,Incremental Map Building with Markov Random Fields and its Evaluation.,"University of Bonn, Germany",2018,,"http://hss.ulb.uni-bonn.de/2018/4928/4928.htm, https://nbn-resolving.org/urn:nbn:de:hbz:5n-49282, https://d-nb.info/1155302990",,,,,,,,,,,,,,,,,
Kresimir Vidackovic,Eine Methode zur Entwicklung dynamischer Geschäftsprozesse auf Basis von Ereignisverarbeitung.,University of Stuttgart,2014,1-213,"http://elib.uni-stuttgart.de/opus/volltexte/2014/9535/, https://nbn-resolving.org/urn:nbn:de:bsz:93-opus-95352, https://d-nb.info/1057931624, https://d-nb.info/1059394375",Fraunhofer-Verlag,,,,,,,,,,,,,978-3-8396-0772-5,,,
Arne Petersen,A Specialized Kalman Filter Framework for IMU Aided Stereo SLAM.,University of Kiel,2014,1-260,"http://macau.uni-kiel.de/receive/dissertation_diss_00014529, https://nbn-resolving.org/urn:nbn:de:gbv:8-diss-145295, https://d-nb.info/1050977076, https://d-nb.info/1052619231",,,,,,,,,,,,,,978-3-8448-0084-5,,,
Jens Heuschkel,Network Protocol Virtualization - Software-defined End-to-end Networking.,"Technical University of Darmstadt, Germany",2020,1-204,"http://www.dr.hut-verlag.de/978-3-8439-4482-3.html, https://nbn-resolving.org/urn:nbn:de:101:1-2020101215432613135202, https://d-nb.info/1214141951, https://d-nb.info/1219476161",Dr. Hut,,,,,,,,,,,,,978-3-8439-4482-3,,,
Andreas Gräfe,Beitrag zur Weiterentwicklung der Primärdatenerfassung für die Zuverlässigkeitsbewertung landtechnischer Arbeitsmittel.,"Dresden University of Technology, Germany",1983,,https://d-nb.info/850385180,,,,,,,,,,,,,,,,,
Anna Hilsmann,Image-based approaches for photo-realistic rendering of complex objects.,Humboldt University of Berlin,2014,,"http://edoc.hu-berlin.de/dissertationen/hilsmann-anna-2014-03-28/PDF/hilsmann.pdf, https://nbn-resolving.org/urn:nbn:de:kobv:11-100216393, https://d-nb.info/1049993039",,,,,,,,,,,,,,,,,
Manfred Simon,CASE-Werkzeuge: Konzepte zur Erhöhung von Einsatzbreite und Leistungsspektrum.,"University of Stuttgart, Germany",1992,1-457,https://d-nb.info/920589359,Forkel-Verlag,,,,,,,,,,,,,978-3-7719-6452-8,,,
Hans-Martin Wallmeier,Games with informants: an information-theoretical approach towards a game-theoretical problem.,"Bielefeld University, Germany",1983,1-6,https://d-nb.info/840649703,,,,,,,,,,,,,,,,,
Dan Zhang 0003,Iterative algorithms in achieving near-ML decoding performance in concatenated coding systems.,RWTH Aachen University,2014,,"http://darwin.bth.rwth-aachen.de/opus3/volltexte/2014/4849, https://nbn-resolving.org/urn:nbn:de:hbz:82-opus-48492, https://d-nb.info/1048607224",,,,,,,,,,,,,,,,,
Stefan Pinkes,Nutzer- und Verarbeitungstechnologie eines Modellbehandlungssystems unter den Bedingungen von Modellbearbeitungsprozessen mit komplexer mehrstufiger Modellierung.,"Dresden University of Technology, Germany",1989,,https://d-nb.info/910436347,,,,,,,,,,,,,,,,,
Hans-Dieter Groffmann,Kooperatives Führungsinformationssystem: Grundlagen - Konzept - Prototyp.,"University of Tübingen, Germany",1992,1-289,https://d-nb.info/921354975,Gabler,,,,,,,,,,,,,978-3-409-13146-9,,,
Benjamin Erb,Distributed computing on event-sourced graphs.,"University of Ulm, Germany",2020,,"https://nbn-resolving.org/urn:nbn:de:bsz:289-oparu-25321-0, https://d-nb.info/120500176X",,,,,,,,,,,,,,,,,
Jochen Streubel,Ein Dialogsystem für die Ablauf- und Ressourceneinsatzplanung.,"Leipzig University, Germany",1980,,https://d-nb.info/840689322,,,,,,,,,,,,,,,,,
Ulrich Piepel,"Mobile Roboter auf der Basis automatischer Flurförderzeuge: Systemtechnik, Anforderungskatalog, Wirtschaftlichkeit.","Technical University of Dortmund, Germany",1990,1-157,https://d-nb.info/900584335,Verlag TÜV Rheinland,,,,,,,,,,,,,978-3-88585-750-1,,,
Michael Greiner,Untersuchung und Entwicklung mathematischer Optimierungsverfahren zur Dimensionierung von Rechensystemen.,"Technical University Munich, Germany",1996,1-81,https://d-nb.info/948947322,CS Press,,,,,,,,,,,,,3-931757-03-X,,,
Daniel Graff,Programming and managing swarms of mobile robots: a systemic approach.,"Technical University of Berlin, Germany",2017,,"https://nbn-resolving.org/urn:nbn:de:101:1-201804164492, https://d-nb.info/115618469X",,,,,,,,,,,,,,,,,
Thomas Kunstmann,Rechnergestützte Simulation und Planung auf der Grundlage von Tabellenkalkulation.,"Darmstadt University of Technology, Germany",2002,1-139,https://d-nb.info/96426627X,Kovač,,,,,,,,,,,,,978-3-8300-0631-2,,,
Bernd Michelberger,Process-oriented information logistics: aligning process information with business processes.,University of Ulm,2015,,"http://vts.uni-ulm.de/docs/2015/9724/vts_9724_14751.pdf, https://nbn-resolving.org/urn:nbn:de:bsz:289-vts-97248, https://d-nb.info/1075809282",,,,,,,,,,,,,,,,,
Heidemarie Grüterich,Formale Beschreibung von Kontextbeziehungen in Programmiersprachen.,"Technische Hochschule Karl-Marx-Stadt, Germany",1981,,https://d-nb.info/820990574,,,,,,,,,,,,,,,,,
Houde Dai,A novel glove monitoring system for quantifying neurological symptoms during deep-brain stimulation surgery.,Technical University Munich,2014,1-120,https://d-nb.info/1058228862,Shaker,,,,,,,,,,,,,978-3-8440-2972-7,,,
Hans-Ulrich Zühlke,Rekonfigurierbare Logik in hybriden Multiprozessoren.,"University of Jena, Germany",1998,,https://d-nb.info/955216788,,,,,,,,,,,,,,,,,
An Luo,Helligkeitsbasiertes Rechnersehen zur direkten Ermittlung räumlicher Eigenschaften.,"Technical University of Hamburg, Germany",1994,1-138,https://d-nb.info/940460386,Shaker,,,,,,,,,,,,,978-3-86111-857-2,,,
Marcel Hark,Towards complete methods for automatic complexity and termination analysis of (probabilistic) programs.,"RWTH Aachen University, Germany",2021,,"https://publications.rwth-aachen.de/record/821181, https://nbn-resolving.org/urn:nbn:de:101:1-2021081806153418964312, https://d-nb.info/1239181108",,,,,,,,,,,,,,,,,
Kent Kwee,Ordered Restarting Automata.,"University of Kassel, Germany",2018,1-164,"https://nbn-resolving.org/urn:nbn:de:hebis:34-2018071155827, https://d-nb.info/116255407X, https://d-nb.info/1163735116",epubli,,,,,,,,,,,,,978-3-7467-4127-7,,,
Martin Hofmann 0010,Konzeption eines Prozessinformations- und -managementsystems.,"ETH Zurich, Switzerland",1995,1-115,"https://d-nb.info/944025358, https://d-nb.info/94622109X",Gabler,,,,,,,,,,,,,978-3-8244-6161-5,,,
Tobias Gehrke,Entwurf richtungsselektiver Filter für die Bildkompression mittels Contourlet-Transformation.,"University of Tübingen, Germany",2016,1-171,"http://www.dr.hut-verlag.de/978-3-8439-2631-7.html, https://d-nb.info/1102548685",Dr. Hut,,,,,,,,,,,,,978-3-8439-2631-7,,,
Stefan Kuhn 0003,Wissens- und sensorbasierte geometrische Rekonstruktion.,University of Bayreuth,2012,,"https://epub.uni-bayreuth.de/190/, https://nbn-resolving.org/urn:nbn:de:bvb:703-opus4-10458, https://d-nb.info/105941256X",,,,,,,,,,,,,,,,,
Claudius Stern,Kraftbasierte dynamische Bildregistrierung zur zeitnahen UAV-unterstützten Kartierung von Schadensgebieten.,University of Paderborn,2014,1-180,https://d-nb.info/1060874482,Logos-Verlag,,,,,,,,,,,,,978-3-8325-3847-7,,,
Herbert Ehler,On the algebra of optimal algorithms for the computation of sets of bilinear forms.,"Technical University Munich, Germany",1989,1-132,https://d-nb.info/891334548,,,,,,,,,,,,,,,,,
Wolfram Alexander von Funck,Shape deformations based on vector fields.,Saarland University,2011,,"http://scidok.sulb.uni-saarland.de/volltexte/2011/4099/, https://nbn-resolving.org/urn:nbn:de:bsz:291-scidok-40999, https://d-nb.info/1051091802",,,,,,,,,,,,,,,,,
Bernd Groß 0002,Strategien der Informatik: Sozialökonomische Triebkräfte und Wirkungen der Informatik und die Entwicklung der Informationstechnologien auf der Basis der Forschungen zur künstlichen Intelligenz und Wissensverarbeitung.,"Humboldt University of Berlin, Germany",1988,,https://d-nb.info/890106703,,,,,,,,,,,,,,,,,
Jürgen Poppe,Industrieroboter und Arbeitsmarkt: Versuch d. Abschätzung quantitativer Beschäftigungseffekte e. neuen Technologie für d. Bundesrepublik Deutschland.,"University of Bremen, Germany",1988,1-256,https://d-nb.info/880030984,Centaurus-Verlag-Ges.,,,,,,,,,,,,,978-3-89085-217-1,,,
Holger Bensch,Identifikation linearer dynamischer Systeme mit Hilfe der totalen kleinsten Fehlerquadrate.,"Technische Hochschule Leipzig, Germany",1995,1-117,https://d-nb.info/944705405,,,,,,,,,,,,,,,,,
Helge Rhodin,From motion capture to interactive virtual worlds: towards unconstrained motion-capture algorithms for real-time performance-driven character animation.,"Saarland University, Germany",2017,,"http://scidok.sulb.uni-saarland.de/volltexte/2017/6741/, https://nbn-resolving.org/urn:nbn:de:bsz:291-scidok-67413, https://d-nb.info/1123071160",,,,,,,,,,,,,,,,,
Lars Henning Zimmer,"Correspondence problems in computer vision: novel models, numerics, and applications.",Saarland University,2012,,"http://scidok.sulb.uni-saarland.de/volltexte/2012/4679/, https://nbn-resolving.org/urn:nbn:de:bsz:291-scidok-46794, https://d-nb.info/1052221742",,,,,,,,,,,,,,,,,
Andreas Faldum,Codes mit optimalen Parametern.,"Otto-von-Guericke University Magdeburg, Germany",1996,1-85,https://d-nb.info/950660817,,,,,,,,,,,,,,,,,
Ronald Marco Brunner,"Vergleichende Studien an Chromosomen von Schaf, Ziege und einem Schaf-Ziege-Bastard, unter Einbeziehung einer computergestützten Karyotypanalyse.","University of Rostock, Germany",1988,1-128,https://d-nb.info/900913908,,,,,,,,,,,,,,,,,
Udo Theilenberg,"Software-Management in Dienstleistungsunternehmen: Planung, Organisation und Durchführung von Projekten zur Entwicklung von Individualsoftware.","University of Wuppertal, Germany",1993,1-475,https://d-nb.info/949318507,,,,,,,,,,,,,,,,,
Jan Bauer,Drahtlose Sensornetze zur Erfassung des Blattflächenindex in der Präzisionslandwirtschaft.,"University of Osnabrück, Germany",2019,1-120,https://d-nb.info/1216565635,,,,,,,,,,,,,,,,,
Wenyi Gao,CAD-gestütztes Planungsinstrument zur Optimierung von staplerbedienten Lägern.,Dortmund University of Technology,1997,1-140,"https://d-nb.info/951399497, https://d-nb.info/951483781",,,,,,,,,,,,,,3-929443-94-5,,,
Hubert Peter,Untersuchungen zum Bedarf an Informationen über die stoffliche Seite des Wald- und Bodenfonds und zur rationellen Deckung des Bedarfs im Rahmen eines datenverarbeitungsgerechten Informationssystems.,"Dresden University of Technology, Germany",1972,,https://d-nb.info/930701887,,,,,,,,,,,,,,,,,
Oday Jubran,"Recurrence in Self-Stabilization: Theory, Verification, and Application.","University of Oldenburg, Germany",2016,,"http://oops.uni-oldenburg.de/2952, https://nbn-resolving.org/urn:nbn:de:gbv:715-oops-30339, https://d-nb.info/1124982418",,,,,,,,,,,,,,,,,
Barakat Al-Bader,Infrarot-Datenübertragungssystem (IR-DÜS) für mobile Verkehrsleitsysteme.,"Hochschule für Verkehrswesen, Dresden, Germany",1990,,https://d-nb.info/900890541,,,,,,,,,,,,,,,,,
Zohaib Riaz,Supporting location privacy in geo-social networks.,"University of Stuttgart, Germany",2019,,"https://nbn-resolving.org/urn:nbn:de:bsz:93-opus-ds-107387, https://d-nb.info/1204061211",,,,,,,,,,,,,,,,,
Matthias Goss,Schätzung und Identifikation von Struktur- und Hyperstrukturparametern in dynamischen generalisierten linearen Modellen: theoretische Grundlagen und empirische Auswertungen.,"University of Regensburg, Germany",1990,1-235,https://d-nb.info/910190720,,,,,,,,,,,,,,,,,
Jörg Stattaus,Entwicklung und Erprobung eines Personalcomputer-basierten Untersuchungssystems zur Dopplerspektralanalyse für die periphere Gefässdiagnostik.,"RWTH Aachen University, Germany",1993,1-51,https://d-nb.info/931833949,,,,,,,,,,,,,,,,,
Christine Wahmkow,Die Entwicklung von Anwendungssystemen und einer beratenden Komponente zur Nutzerunterstützung für ein modernes Softwarewerkzeug.,"University of Jena, Germany",1991,,https://d-nb.info/920060951,,,,,,,,,,,,,,,,,
Kai Engelhardt,Model oriented data refinement.,University of Kiel,1997,1-284,https://d-nb.info/954207262,,,,,,,,,,,,,,,,,
Salem Sati,"Efficient Connection Establishment, Message Handling and Content Delivery in Opportunistic Networks.","University of Düsseldorf, Germany",2017,,"https://docserv.uni-duesseldorf.de/servlets/DocumentServlet?id=42917, https://nbn-resolving.org/urn:nbn:de:hbz:061-20170725-083433-7, https://d-nb.info/1137501685",,,,,,,,,,,,,,,,,
Wenbin Li 0003,From perception over anticipation to manipulation.,"Saarland University, Saarbrücken, Germany",2018,,"https://publikationen.sulb.uni-saarland.de/handle/20.500.11880/27026, https://nbn-resolving.org/urn:nbn:de:bsz:291-scidok-ds-271561, https://d-nb.info/1158597533",,,,,,,,,,,,,,,,,
